,Total population,Hispanic or Latino,"Total population, not Hispanic or Latino",One race total,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races
"Block 2010, Block Group 2, Census Tract 312.01, San Francisco County, California",6,1,5,5,1,0,0,3,1,0,1
"Block 2011, Block Group 2, Census Tract 312.01, San Francisco County, California",276,26,250,266,59,15,2,182,3,5,10
"Block 3000, Block Group 3, Census Tract 312.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3001, Block Group 3, Census Tract 312.01, San Francisco County, California",81,14,67,74,26,10,0,36,0,2,7
"Block 3002, Block Group 3, Census Tract 312.01, San Francisco County, California",105,20,85,87,39,4,0,37,0,7,18
"Block 3003, Block Group 3, Census Tract 312.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3004, Block Group 3, Census Tract 312.01, San Francisco County, California",244,37,207,237,40,9,3,160,0,25,7
"Block 3005, Block Group 3, Census Tract 312.01, San Francisco County, California",212,26,186,206,54,27,0,117,0,8,6
"Block 3006, Block Group 3, Census Tract 312.01, San Francisco County, California",134,30,104,131,46,6,1,63,0,15,3
"Block 3007, Block Group 3, Census Tract 312.01, San Francisco County, California",108,14,94,98,38,3,0,53,0,4,10
"Block 3008, Block Group 3, Census Tract 312.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 312.01, San Francisco County, California",274,11,263,271,16,27,0,221,0,7,3
"Block 4001, Block Group 4, Census Tract 312.01, San Francisco County, California",244,35,209,243,58,23,1,129,4,28,1
"Block 4002, Block Group 4, Census Tract 312.01, San Francisco County, California",174,16,158,172,49,14,0,100,0,9,2
"Block 4003, Block Group 4, Census Tract 312.01, San Francisco County, California",120,10,110,115,50,34,0,29,0,2,5
"Block 4004, Block Group 4, Census Tract 312.01, San Francisco County, California",198,18,180,188,45,42,0,79,12,10,10
"Block 4005, Block Group 4, Census Tract 312.01, San Francisco County, California",201,30,171,183,39,23,0,113,0,8,18
"Block 1000, Block Group 1, Census Tract 312.02, San Francisco County, California",310,50,260,299,46,48,0,172,1,32,11
"Block 1001, Block Group 1, Census Tract 312.02, San Francisco County, California",263,31,232,260,43,23,0,182,0,12,3
"Block 1002, Block Group 1, Census Tract 312.02, San Francisco County, California",271,49,222,256,42,17,0,186,0,11,15
"Block 1003, Block Group 1, Census Tract 312.02, San Francisco County, California",199,39,160,193,28,12,1,130,0,22,6
"Block 1004, Block Group 1, Census Tract 312.02, San Francisco County, California",160,21,139,155,33,24,0,92,0,6,5
"Block 1005, Block Group 1, Census Tract 312.02, San Francisco County, California",191,46,145,185,45,30,2,78,0,30,6
"Block 2000, Block Group 2, Census Tract 312.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2001, Block Group 2, Census Tract 312.02, San Francisco County, California",25,11,14,25,16,0,0,8,0,1,0
"Block 2002, Block Group 2, Census Tract 312.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2003, Block Group 2, Census Tract 312.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2004, Block Group 2, Census Tract 312.02, San Francisco County, California",182,20,162,180,5,25,4,131,0,15,2
"Block 2005, Block Group 2, Census Tract 312.02, San Francisco County, California",194,8,186,187,11,17,0,153,0,6,7
"Block 2006, Block Group 2, Census Tract 312.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2007, Block Group 2, Census Tract 312.02, San Francisco County, California",42,1,41,42,0,5,0,37,0,0,0
"Block 2008, Block Group 2, Census Tract 312.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 312.02, San Francisco County, California",53,27,26,47,0,0,0,20,0,27,6
"Block 2010, Block Group 2, Census Tract 312.02, San Francisco County, California",74,2,72,73,23,14,0,34,0,2,1
"Block 2011, Block Group 2, Census Tract 312.02, San Francisco County, California",111,1,110,110,13,11,0,86,0,0,1
"Block 2012, Block Group 2, Census Tract 312.02, San Francisco County, California",126,1,125,123,3,14,0,106,0,0,3
"Block 2013, Block Group 2, Census Tract 312.02, San Francisco County, California",121,12,109,117,18,22,1,66,0,10,4
"Block 2014, Block Group 2, Census Tract 312.02, San Francisco County, California",88,7,81,88,25,10,3,50,0,0,0
"Block 2015, Block Group 2, Census Tract 312.02, San Francisco County, California",50,4,46,50,7,4,0,33,2,4,0
"Block 2016, Block Group 2, Census Tract 312.02, San Francisco County, California",128,33,95,121,27,13,0,66,0,15,7
"Block 2017, Block Group 2, Census Tract 312.02, San Francisco County, California",171,19,152,161,36,30,1,93,1,0,10
"Block 2018, Block Group 2, Census Tract 312.02, San Francisco County, California",194,86,108,190,62,25,0,51,0,52,4
"Block 2019, Block Group 2, Census Tract 312.02, San Francisco County, California",184,73,111,173,32,33,0,63,0,45,11
"Block 1000, Block Group 1, Census Tract 313.01, San Francisco County, California",173,6,167,168,32,25,0,107,0,4,5
"Block 1001, Block Group 1, Census Tract 313.01, San Francisco County, California",145,13,132,141,32,22,0,78,0,9,4
"Block 1002, Block Group 1, Census Tract 313.01, San Francisco County, California",176,6,170,167,28,35,0,103,0,1,9
"Block 1003, Block Group 1, Census Tract 313.01, San Francisco County, California",143,10,133,138,42,14,0,79,0,3,5
"Block 1004, Block Group 1, Census Tract 313.01, San Francisco County, California",152,13,139,145,38,7,1,94,0,5,7
"Block 1005, Block Group 1, Census Tract 313.01, San Francisco County, California",184,10,174,176,43,11,0,121,1,0,8
"Block 1006, Block Group 1, Census Tract 313.01, San Francisco County, California",72,10,62,71,30,7,0,32,2,0,1
"Block 1007, Block Group 1, Census Tract 313.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 313.01, San Francisco County, California",152,20,132,136,46,28,1,54,0,7,16
"Block 2001, Block Group 2, Census Tract 313.01, San Francisco County, California",153,23,130,152,45,46,0,53,0,8,1
"Block 2002, Block Group 2, Census Tract 313.01, San Francisco County, California",160,7,153,157,45,45,0,64,0,3,3
"Block 2003, Block Group 2, Census Tract 313.01, San Francisco County, California",126,10,116,117,28,30,0,52,0,7,9
"Block 2004, Block Group 2, Census Tract 313.01, San Francisco County, California",134,18,116,129,52,18,1,51,0,7,5
"Block 2005, Block Group 2, Census Tract 313.01, San Francisco County, California",134,7,127,132,31,22,0,77,0,2,2
"Block 2006, Block Group 2, Census Tract 313.01, San Francisco County, California",61,1,60,58,6,15,0,37,0,0,3
"Block 2007, Block Group 2, Census Tract 313.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2008, Block Group 2, Census Tract 313.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 313.01, San Francisco County, California",124,1,123,122,35,15,0,71,0,1,2
"Block 2010, Block Group 2, Census Tract 313.01, San Francisco County, California",110,7,103,107,23,19,0,63,0,2,3
"Block 2011, Block Group 2, Census Tract 313.01, San Francisco County, California",153,9,144,150,18,37,0,89,0,6,3
"Block 2012, Block Group 2, Census Tract 313.01, San Francisco County, California",145,18,127,137,30,23,0,73,0,11,8
"Block 3000, Block Group 3, Census Tract 313.01, San Francisco County, California",52,2,50,52,20,0,0,32,0,0,0
"Block 3001, Block Group 3, Census Tract 313.01, San Francisco County, California",112,8,104,106,43,22,0,41,0,0,6
"Block 3002, Block Group 3, Census Tract 313.01, San Francisco County, California",159,6,153,150,45,18,0,83,0,4,9
"Block 3003, Block Group 3, Census Tract 313.01, San Francisco County, California",134,9,125,124,35,24,2,60,0,3,10
"Block 3004, Block Group 3, Census Tract 313.01, San Francisco County, California",184,10,174,168,48,19,0,99,0,2,16
"Block 3005, Block Group 3, Census Tract 313.01, San Francisco County, California",165,12,153,159,41,23,2,82,1,10,6
"Block 3006, Block Group 3, Census Tract 313.01, San Francisco County, California",159,29,130,153,36,38,1,63,4,11,6
"Block 3007, Block Group 3, Census Tract 313.01, San Francisco County, California",167,16,151,157,45,29,0,77,0,6,10
"Block 3008, Block Group 3, Census Tract 313.01, San Francisco County, California",153,3,150,141,36,82,0,22,0,1,12
"Block 3009, Block Group 3, Census Tract 313.01, San Francisco County, California",44,2,42,40,8,22,0,6,0,4,4
"Block 1000, Block Group 1, Census Tract 313.02, San Francisco County, California",154,19,135,146,22,57,0,55,0,12,8
"Block 1001, Block Group 1, Census Tract 313.02, San Francisco County, California",159,15,144,152,28,37,1,79,0,7,7
"Block 1002, Block Group 1, Census Tract 313.02, San Francisco County, California",147,22,125,138,39,38,0,57,0,4,9
"Block 1003, Block Group 1, Census Tract 313.02, San Francisco County, California",195,25,170,180,39,46,1,86,0,8,15
"Block 1004, Block Group 1, Census Tract 313.02, San Francisco County, California",144,33,111,144,9,57,0,52,0,26,0
"Block 1005, Block Group 1, Census Tract 313.02, San Francisco County, California",231,41,190,214,13,60,0,115,1,25,17
"Block 1006, Block Group 1, Census Tract 313.02, San Francisco County, California",148,29,119,148,22,31,0,73,0,22,0
"Block 1007, Block Group 1, Census Tract 313.02, San Francisco County, California",216,40,176,209,28,48,0,107,0,26,7
"Block 2000, Block Group 2, Census Tract 313.02, San Francisco County, California",141,22,119,135,24,27,0,75,0,9,6
"Block 2001, Block Group 2, Census Tract 313.02, San Francisco County, California",181,17,164,176,37,48,0,80,0,11,5
"Block 2002, Block Group 2, Census Tract 313.02, San Francisco County, California",171,11,160,162,22,34,0,98,0,8,9
"Block 2003, Block Group 2, Census Tract 313.02, San Francisco County, California",188,27,161,181,38,15,1,105,0,22,7
"Block 2004, Block Group 2, Census Tract 313.02, San Francisco County, California",77,7,70,73,9,0,0,64,0,0,4
"Block 2005, Block Group 2, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 313.02, San Francisco County, California",147,15,132,144,46,4,0,89,0,5,3
"Block 2007, Block Group 2, Census Tract 313.02, San Francisco County, California",40,5,35,40,7,3,0,25,0,5,0
"Block 2008, Block Group 2, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 313.02, San Francisco County, California",134,12,122,129,21,11,0,86,1,10,5
"Block 2011, Block Group 2, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 313.02, San Francisco County, California",120,13,107,113,11,25,1,64,1,11,7
"Block 2013, Block Group 2, Census Tract 313.02, San Francisco County, California",219,17,202,213,29,24,1,151,0,8,6
"Block 3000, Block Group 3, Census Tract 313.02, San Francisco County, California",172,27,145,168,21,38,4,76,10,19,4
"Block 3001, Block Group 3, Census Tract 313.02, San Francisco County, California",226,71,155,217,30,47,1,87,0,52,9
"Block 3002, Block Group 3, Census Tract 313.02, San Francisco County, California",183,17,166,182,12,38,4,102,2,24,1
"Block 3003, Block Group 3, Census Tract 313.02, San Francisco County, California",164,11,153,156,19,15,0,114,0,8,8
"Block 3004, Block Group 3, Census Tract 313.02, San Francisco County, California",161,2,159,156,15,55,1,85,0,0,5
"Block 3005, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3007, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3008, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3009, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3010, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3011, Block Group 3, Census Tract 313.02, San Francisco County, California",56,18,38,51,15,5,0,22,0,9,5
"Block 3012, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3013, Block Group 3, Census Tract 313.02, San Francisco County, California",47,7,40,46,8,3,0,31,0,4,1
"Block 3014, Block Group 3, Census Tract 313.02, San Francisco County, California",90,23,67,86,22,10,1,45,0,8,4
"Block 3015, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3016, Block Group 3, Census Tract 313.02, San Francisco County, California",37,5,32,34,5,10,0,18,0,1,3
"Block 3017, Block Group 3, Census Tract 313.02, San Francisco County, California",803,85,718,765,250,26,5,450,0,34,38
"Block 3018, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3019, Block Group 3, Census Tract 313.02, San Francisco County, California",28,7,21,27,4,0,2,15,0,6,1
"Block 3020, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3021, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3022, Block Group 3, Census Tract 313.02, San Francisco County, California",96,17,79,84,21,0,1,57,0,5,12
"Block 3023, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3024, Block Group 3, Census Tract 313.02, San Francisco County, California",35,4,31,35,4,4,0,23,0,4,0
"Block 3025, Block Group 3, Census Tract 313.02, San Francisco County, California",68,2,66,60,15,0,3,42,0,0,8
"Block 3026, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3027, Block Group 3, Census Tract 313.02, San Francisco County, California",78,3,75,74,7,6,0,61,0,0,4
"Block 3028, Block Group 3, Census Tract 313.02, San Francisco County, California",116,10,106,111,22,5,0,84,0,0,5
"Block 3029, Block Group 3, Census Tract 313.02, San Francisco County, California",149,10,139,141,24,7,0,93,8,9,8
"Block 3030, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3031, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3032, Block Group 3, Census Tract 313.02, San Francisco County, California",174,15,159,162,31,9,0,104,8,10,12
"Block 3033, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3034, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3035, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3036, Block Group 3, Census Tract 313.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 314, San Francisco County, California",92,6,86,91,17,26,0,43,0,5,1
"Block 1001, Block Group 1, Census Tract 314, San Francisco County, California",166,22,144,165,8,36,0,99,3,19,1
"Block 1002, Block Group 1, Census Tract 314, San Francisco County, California",62,11,51,60,32,8,0,15,0,5,2
"Block 1003, Block Group 1, Census Tract 314, San Francisco County, California",102,33,69,100,31,10,0,38,0,21,2
"Block 1004, Block Group 1, Census Tract 314, San Francisco County, California",139,46,93,128,33,29,0,32,1,33,11
"Block 1005, Block Group 1, Census Tract 314, San Francisco County, California",178,37,141,163,36,27,0,78,0,22,15
"Block 2000, Block Group 2, Census Tract 314, San Francisco County, California",110,64,46,95,26,10,6,21,0,32,15
"Block 2001, Block Group 2, Census Tract 314, San Francisco County, California",50,15,35,50,6,12,4,16,2,10,0
"Block 2002, Block Group 2, Census Tract 314, San Francisco County, California",634,242,392,593,173,67,2,240,6,105,41
"Block 2003, Block Group 2, Census Tract 314, San Francisco County, California",459,138,321,439,56,112,1,179,1,90,20
"Block 2004, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2005, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2006, Block Group 2, Census Tract 314, San Francisco County, California",215,43,172,206,31,13,0,138,0,24,9
"Block 2007, Block Group 2, Census Tract 314, San Francisco County, California",165,40,125,155,29,14,0,82,4,26,10
"Block 2008, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2009, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2010, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 314, San Francisco County, California",334,114,220,320,86,48,2,140,0,44,14
"Block 3001, Block Group 3, Census Tract 314, San Francisco County, California",342,52,290,333,47,44,0,217,0,25,9
"Block 3002, Block Group 3, Census Tract 314, San Francisco County, California",310,47,263,291,35,35,0,181,9,31,19
"Block 3003, Block Group 3, Census Tract 314, San Francisco County, California",271,60,211,260,20,19,0,174,0,47,11
"Block 3004, Block Group 3, Census Tract 314, San Francisco County, California",29,5,24,28,5,11,0,8,0,4,1
"Block 3005, Block Group 3, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3006, Block Group 3, Census Tract 314, San Francisco County, California",254,95,159,235,64,38,0,93,0,40,19
"Block 3007, Block Group 3, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 314, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 4001, Block Group 4, Census Tract 314, San Francisco County, California",317,107,210,317,83,51,0,126,0,57,0
"Block 4002, Block Group 4, Census Tract 314, San Francisco County, California",212,8,204,204,27,48,0,110,14,5,8
"Block 4003, Block Group 4, Census Tract 314, San Francisco County, California",332,120,212,309,79,39,0,137,1,53,23
"Block 4004, Block Group 4, Census Tract 314, San Francisco County, California",286,103,183,262,41,23,1,129,0,68,24
"Block 4005, Block Group 4, Census Tract 314, San Francisco County, California",236,50,186,218,11,38,2,130,0,37,18
"Block 5000, Block Group 5, Census Tract 314, San Francisco County, California",233,36,197,226,35,34,1,133,0,23,7
"Block 5001, Block Group 5, Census Tract 314, San Francisco County, California",217,57,160,200,86,56,3,47,0,8,17
"Block 5002, Block Group 5, Census Tract 314, San Francisco County, California",269,47,222,261,69,63,3,120,0,6,8
"Block 5003, Block Group 5, Census Tract 314, San Francisco County, California",120,10,110,117,11,13,0,84,0,9,3
"Block 5004, Block Group 5, Census Tract 314, San Francisco County, California",239,53,186,239,65,46,0,112,10,6,0
"Block 5005, Block Group 5, Census Tract 314, San Francisco County, California",303,57,246,290,32,60,0,170,0,28,13
"Block 1000, Block Group 1, Census Tract 326.01, San Francisco County, California",230,21,209,212,116,4,0,80,0,12,18
"Block 1001, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1002, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1003, Block Group 1, Census Tract 326.01, San Francisco County, California",315,11,304,296,103,11,0,180,0,2,19
"Block 1004, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 326.01, San Francisco County, California",169,4,165,163,71,0,0,91,0,1,6
"Block 1006, Block Group 1, Census Tract 326.01, San Francisco County, California",2,0,2,2,0,0,0,2,0,0,0
"Block 1007, Block Group 1, Census Tract 326.01, San Francisco County, California",225,31,194,203,91,5,1,96,0,10,22
"Block 1008, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 326.01, San Francisco County, California",188,9,179,182,78,11,4,86,0,3,6
"Block 1010, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1011, Block Group 1, Census Tract 326.01, San Francisco County, California",198,11,187,192,105,1,0,78,0,8,6
"Block 1012, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 326.01, San Francisco County, California",172,14,158,152,95,0,0,55,1,1,20
"Block 1014, Block Group 1, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 326.01, San Francisco County, California",246,14,232,236,94,3,0,131,0,8,10
"Block 2001, Block Group 2, Census Tract 326.01, San Francisco County, California",279,22,257,271,97,2,0,161,0,11,8
"Block 2002, Block Group 2, Census Tract 326.01, San Francisco County, California",170,15,155,164,70,6,1,83,0,4,6
"Block 2003, Block Group 2, Census Tract 326.01, San Francisco County, California",146,9,137,141,43,0,0,97,0,1,5
"Block 2004, Block Group 2, Census Tract 326.01, San Francisco County, California",203,21,182,195,78,0,0,115,1,1,8
"Block 2005, Block Group 2, Census Tract 326.01, San Francisco County, California",153,6,147,148,44,5,0,96,0,3,5
"Block 2006, Block Group 2, Census Tract 326.01, San Francisco County, California",226,10,216,212,91,5,0,112,1,3,14
"Block 2007, Block Group 2, Census Tract 326.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 3000, Block Group 3, Census Tract 326.01, San Francisco County, California",256,14,242,245,85,5,1,151,1,2,11
"Block 3001, Block Group 3, Census Tract 326.01, San Francisco County, California",267,10,257,256,135,3,1,113,0,4,11
"Block 3002, Block Group 3, Census Tract 326.01, San Francisco County, California",182,7,175,177,63,1,1,110,0,2,5
"Block 3003, Block Group 3, Census Tract 326.01, San Francisco County, California",180,9,171,170,48,1,0,120,0,1,10
"Block 3004, Block Group 3, Census Tract 326.01, San Francisco County, California",178,14,164,171,77,0,0,87,0,7,7
"Block 3005, Block Group 3, Census Tract 326.01, San Francisco County, California",214,20,194,207,57,1,0,138,0,11,7
"Block 3006, Block Group 3, Census Tract 326.01, San Francisco County, California",215,21,194,207,68,5,0,123,0,11,8
"Block 3007, Block Group 3, Census Tract 326.01, San Francisco County, California",2,0,2,2,1,1,0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 326.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 326.02, San Francisco County, California",125,4,121,120,31,7,0,80,0,2,5
"Block 1002, Block Group 1, Census Tract 326.02, San Francisco County, California",135,3,132,128,57,0,0,69,0,2,7
"Block 1003, Block Group 1, Census Tract 326.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 326.02, San Francisco County, California",257,5,252,238,74,6,0,152,3,3,19
"Block 1005, Block Group 1, Census Tract 326.02, San Francisco County, California",183,13,170,179,90,2,0,85,0,2,4
"Block 1006, Block Group 1, Census Tract 326.02, San Francisco County, California",213,4,209,199,53,0,0,144,0,2,14
"Block 1007, Block Group 1, Census Tract 326.02, San Francisco County, California",212,12,200,206,63,0,0,136,0,7,6
"Block 1008, Block Group 1, Census Tract 326.02, San Francisco County, California",168,5,163,156,66,0,0,88,0,2,12
"Block 1009, Block Group 1, Census Tract 326.02, San Francisco County, California",163,6,157,161,49,0,0,111,0,1,2
"Block 1010, Block Group 1, Census Tract 326.02, San Francisco County, California",188,8,180,186,54,2,0,128,0,2,2
"Block 1011, Block Group 1, Census Tract 326.02, San Francisco County, California",162,7,155,154,56,0,0,98,0,0,8
"Block 2000, Block Group 2, Census Tract 326.02, San Francisco County, California",183,9,174,178,101,9,0,64,0,4,5
"Block 2001, Block Group 2, Census Tract 326.02, San Francisco County, California",101,15,86,88,44,1,1,38,0,4,13
"Block 2002, Block Group 2, Census Tract 326.02, San Francisco County, California",80,0,80,77,13,0,0,62,0,2,3
"Block 2003, Block Group 2, Census Tract 326.02, San Francisco County, California",160,0,160,153,52,0,0,101,0,0,7
"Block 2004, Block Group 2, Census Tract 326.02, San Francisco County, California",195,6,189,189,71,5,2,110,1,0,6
"Block 2005, Block Group 2, Census Tract 326.02, San Francisco County, California",133,7,126,127,57,0,0,70,0,0,6
"Block 2006, Block Group 2, Census Tract 326.02, San Francisco County, California",209,6,203,207,46,0,0,161,0,0,2
"Block 2007, Block Group 2, Census Tract 326.02, San Francisco County, California",190,11,179,178,65,2,1,110,0,0,12
"Block 3000, Block Group 3, Census Tract 326.02, San Francisco County, California",224,9,215,213,140,6,0,64,1,2,11
"Block 3001, Block Group 3, Census Tract 326.02, San Francisco County, California",171,19,152,163,78,0,1,79,0,5,8
"Block 3002, Block Group 3, Census Tract 326.02, San Francisco County, California",193,11,182,189,60,2,0,124,0,3,4
"Block 3003, Block Group 3, Census Tract 326.02, San Francisco County, California",161,5,156,153,49,0,0,100,1,3,8
"Block 3004, Block Group 3, Census Tract 326.02, San Francisco County, California",191,8,183,182,51,0,0,129,0,2,9
"Block 3005, Block Group 3, Census Tract 326.02, San Francisco County, California",168,1,167,165,51,2,0,112,0,0,3
"Block 3006, Block Group 3, Census Tract 326.02, San Francisco County, California",151,4,147,144,36,6,0,101,1,0,7
"Block 1000, Block Group 1, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1001, Block Group 1, Census Tract 327, San Francisco County, California",93,4,89,81,51,0,0,30,0,0,12
"Block 1002, Block Group 1, Census Tract 327, San Francisco County, California",117,9,108,114,55,2,0,55,0,2,3
"Block 1003, Block Group 1, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1004, Block Group 1, Census Tract 327, San Francisco County, California",133,8,125,127,60,0,0,67,0,0,6
"Block 1005, Block Group 1, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 327, San Francisco County, California",142,8,134,133,40,0,4,84,1,4,9
"Block 1007, Block Group 1, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 327, San Francisco County, California",145,5,140,133,51,0,0,79,0,3,12
"Block 1009, Block Group 1, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 1010, Block Group 1, Census Tract 327, San Francisco County, California",226,17,209,216,81,10,0,116,0,9,10
"Block 1011, Block Group 1, Census Tract 327, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 327, San Francisco County, California",161,12,149,152,33,1,0,109,6,3,9
"Block 2001, Block Group 2, Census Tract 327, San Francisco County, California",204,16,188,191,73,4,0,114,0,0,13
"Block 2002, Block Group 2, Census Tract 327, San Francisco County, California",185,11,174,177,90,3,0,79,0,5,8
"Block 2003, Block Group 2, Census Tract 327, San Francisco County, California",196,9,187,187,84,5,0,92,1,5,9
"Block 2004, Block Group 2, Census Tract 327, San Francisco County, California",182,13,169,179,74,0,0,100,0,5,3
"Block 2005, Block Group 2, Census Tract 327, San Francisco County, California",223,9,214,204,92,3,0,108,1,0,19
"Block 3000, Block Group 3, Census Tract 327, San Francisco County, California",209,18,191,201,65,4,0,125,0,7,8
"Block 3001, Block Group 3, Census Tract 327, San Francisco County, California",227,14,213,218,78,4,0,133,0,3,9
"Block 3002, Block Group 3, Census Tract 327, San Francisco County, California",218,10,208,214,96,1,1,114,0,2,4
"Block 3003, Block Group 3, Census Tract 327, San Francisco County, California",217,11,206,206,92,5,1,108,0,0,11
"Block 3004, Block Group 3, Census Tract 327, San Francisco County, California",176,4,172,161,76,3,0,82,0,0,15
"Block 3005, Block Group 3, Census Tract 327, San Francisco County, California",182,10,172,178,77,7,0,90,0,4,4
"Block 4000, Block Group 4, Census Tract 327, San Francisco County, California",165,10,155,161,46,1,0,113,0,1,4
